Lot Area,Neighborhood,Overall Qual,Overall Cond,Year Built,Year Remod,Mas Vnr Area,Exter Qual,Total Bsmt SF,1st Flr SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Garage Finish,Garage Cars,Garage Area,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
7917,Edwards,6,7,1976,1976,174,TA,1143,1113,1113,1,1,3,1,TA,6,Typ,RFn,1,504,5,2007,WD ,Normal,148000
9555,Edwards,5,6,1979,1979,0,TA,0,1100,2233,0,2,5,2,TA,11,Typ,Fin,2,579,2,2007,WD ,Normal,141000
8536,Edwards,5,5,2006,2007,0,TA,1125,1125,1125,0,1,2,1,TA,5,Typ,Unf,2,430,4,2007,New,Partial,155000
7024,Edwards,5,5,2005,2006,0,TA,1090,1090,1090,1,1,2,1,TA,5,Typ,Fin,2,450,6,2007,WD ,Normal,157000
7023,Edwards,5,5,2005,2006,0,TA,734,734,1408,1,2,3,1,TA,6,Typ,Fin,2,489,5,2007,WD ,Normal,171500
39290,Edwards,10,5,2008,2009,1224,Ex,5095,5095,5095,1,2,2,1,Ex,15,Typ,Fin,3,1154,10,2007,New,Partial,183850
40094,Edwards,10,5,2007,2008,762,Ex,3138,3138,4676,1,3,3,1,Ex,11,Typ,Fin,3,884,10,2007,New,Partial,184750
3675,Edwards,6,5,2005,2005,76,TA,547,1072,1072,1,1,2,1,Gd,5,Typ,Fin,2,525,5,2007,WD ,Normal,140000
6400,Edwards,5,7,1959,2000,0,TA,960,960,960,1,1,2,1,Fa,4,Typ,Unf,1,392,12,2007,WD ,Normal,131750
6882,Edwards,4,3,1955,1955,128,TA,0,1152,1152,0,2,2,2,Fa,6,Typ,NA,0,0,9,2007,WD ,Normal,61500
10215,Edwards,4,5,1954,1954,132,TA,864,948,948,0,1,3,1,TA,5,Typ,Unf,1,248,2,2007,WD ,Normal,111000
8741,Edwards,5,6,1946,1950,0,TA,1195,1195,1195,0,2,4,2,TA,8,Typ,NA,0,0,7,2007,WD ,Abnorml,98500
4270,Edwards,3,6,1931,2006,0,TA,544,774,774,0,1,3,1,Gd,6,Typ,NA,0,0,5,2007,WD ,Normal,79000
10042,Edwards,6,8,1920,1995,0,TA,660,740,865,1,1,2,1,TA,4,Typ,Unf,1,216,8,2007,WD ,Normal,108500
9450,Edwards,4,5,1954,1954,0,TA,894,894,894,0,1,3,1,TA,5,Typ,Unf,2,400,5,2007,WD ,Abnorml,110000
11767,Edwards,4,7,1910,2000,0,TA,560,796,1346,0,1,2,1,TA,6,Min2,Unf,1,384,5,2007,WD ,Normal,112000
8172,Edwards,4,5,1955,1955,0,TA,768,768,768,0,1,2,1,TA,4,Typ,Unf,1,355,7,2007,WD ,Normal,125000
8172,Edwards,4,5,1955,1955,0,TA,864,864,864,1,1,3,1,TA,5,Typ,Unf,2,528,10,2007,COD,Family,79275
8190,Edwards,4,6,1954,1954,0,TA,948,948,948,1,1,3,1,TA,5,Typ,Unf,1,280,10,2007,WD ,Normal,119000
10896,SWISU,6,7,1914,1995,0,Fa,1440,1440,3395,0,2,8,2,Fa,14,Typ,NA,0,0,3,2007,WD ,Abnorml,200000
10890,SWISU,5,6,1923,1950,0,TA,1296,1296,2592,2,2,6,2,TA,12,Min2,NA,0,0,1,2007,WD ,AdjLand,150000
10592,Crawfor,6,7,1923,1996,0,TA,602,900,1502,0,1,3,1,Gd,7,Typ,Unf,1,180,8,2007,WD ,Normal,165000
10594,Crawfor,5,5,1926,1950,0,TA,768,789,789,0,1,2,1,TA,5,Typ,Unf,1,200,6,2007,WD ,Normal,96500
7223,Crawfor,5,5,1926,1950,0,TA,1290,1422,1422,0,1,3,1,TA,6,Typ,Unf,1,352,4,2007,WD ,Normal,136500
6821,Crawfor,6,7,1921,2005,0,TA,651,759,1298,0,2,2,1,TA,8,Typ,Unf,1,240,8,2007,WD ,Normal,146500
7200,SWISU,5,7,1937,1950,252,TA,731,981,1768,1,1,3,1,Gd,7,Typ,Unf,1,240,6,2007,WD ,Normal,175000
4000,Crawfor,7,8,1930,1995,0,TA,531,567,1098,1,1,2,1,TA,5,Typ,Unf,1,216,6,2007,WD ,Normal,148500
6720,Crawfor,6,7,1921,1950,0,TA,585,851,1436,0,1,3,1,TA,7,Typ,Unf,1,228,4,2007,CWD,Normal,141500
7642,Crawfor,7,8,1918,1998,0,Gd,912,912,1426,0,1,3,1,Gd,7,Typ,Unf,1,216,6,2007,WD ,Normal,189950
7155,Crawfor,6,8,1926,1991,0,TA,686,686,1461,0,1,3,1,TA,6,Typ,Unf,1,225,7,2007,WD ,Normal,135000
7128,Crawfor,7,5,1941,1950,0,TA,918,918,1646,0,2,4,1,TA,7,Typ,Unf,1,240,8,2007,WD ,Normal,164000
4280,Crawfor,5,6,1913,2002,0,TA,440,694,694,0,1,2,1,Gd,4,Typ,Unf,1,352,3,2007,WD ,Normal,90350
5362,Crawfor,5,6,1910,2003,0,TA,661,661,1250,0,2,3,1,TA,8,Typ,Unf,2,552,11,2007,WD ,Normal,139000
6305,Crawfor,5,7,1938,1950,0,TA,920,954,954,0,1,2,1,Fa,5,Typ,Unf,1,240,6,2007,WD ,Normal,119750
7136,Crawfor,6,6,1946,1950,423,TA,979,979,1958,0,2,4,2,TA,8,Typ,Unf,2,492,8,2007,WD ,Normal,145000
6270,Crawfor,5,6,1949,1950,0,TA,1001,1001,2002,0,2,4,2,TA,8,Typ,Unf,3,871,8,2007,WD ,Normal,145000
7230,Crawfor,7,7,1927,1992,0,TA,851,867,1718,0,2,4,1,Gd,8,Typ,Unf,2,264,10,2007,WD ,Normal,238000
13108,Crawfor,5,5,1951,1951,0,TA,0,1226,1226,0,1,2,1,TA,7,Min1,Fin,2,400,6,2007,WD ,Normal,153500
22420,Crawfor,6,6,1918,1950,0,TA,1370,1370,2624,1,2,4,1,TA,10,Typ,Unf,3,864,11,2007,WD ,Normal,239000
12168,Crawfor,8,6,1934,1998,0,TA,965,1940,3194,0,2,4,1,TA,10,Typ,Unf,2,380,9,2007,WD ,Alloca,359100
7810,Crawfor,4,6,1930,2003,0,TA,930,1230,1755,0,2,4,1,Gd,7,Typ,Unf,1,231,11,2007,WD ,Normal,188000
11275,Crawfor,6,7,1932,1950,480,TA,854,1096,1991,0,1,3,1,TA,7,Typ,Unf,2,432,3,2007,WD ,Normal,220000
6221,Crawfor,5,5,1941,1950,0,TA,728,760,1355,0,2,3,1,TA,5,Typ,Unf,2,528,10,2007,WD ,Normal,140000
10570,Crawfor,8,8,1932,1994,0,Gd,853,1549,2727,0,2,3,1,Gd,10,Maj1,Unf,2,440,12,2007,WD ,Normal,315000
7259,Crawfor,6,8,1945,2002,0,TA,1028,1436,2320,1,2,3,1,Gd,9,Typ,Unf,1,180,7,2007,WD ,Normal,259500
14442,Crawfor,6,7,1957,2004,106,TA,1477,1839,1839,1,2,3,1,Gd,7,Typ,Fin,2,416,6,2007,WD ,Normal,257500
13125,Crawfor,7,6,1940,1984,0,TA,800,960,1740,0,1,3,1,TA,6,Typ,Unf,1,240,7,2007,CWD,Normal,219500
21000,Crawfor,6,5,1953,1953,184,TA,1809,2259,2259,1,2,3,1,Gd,7,Typ,Unf,2,450,10,2007,COD,Abnorml,217000
25485,Crawfor,6,4,1960,1960,423,TA,1560,1560,1560,0,1,3,1,TA,6,Typ,RFn,2,580,5,2007,WD ,Normal,201000
21579,Crawfor,6,6,1968,1968,0,TA,1488,1488,1488,0,2,3,1,TA,7,Typ,RFn,2,552,9,2007,CWD,Normal,215000
1782,Blueste,6,6,1980,1980,0,TA,516,529,1045,0,1,2,1,TA,5,Typ,Unf,2,462,12,2007,WD ,Normal,123900
17871,Crawfor,4,5,1995,1996,0,TA,1680,1680,1680,0,2,4,1,Gd,7,Typ,Unf,2,628,6,2007,WD ,Normal,170000
3907,Blueste,8,5,1988,1988,0,TA,1004,1020,1020,1,1,1,1,TA,4,Typ,Unf,2,509,3,2007,WD ,Normal,200000
20693,Crawfor,7,5,1971,1971,652,TA,1696,1696,1696,0,2,3,1,TA,7,Typ,Fin,2,625,2,2007,WD ,Normal,198000
32668,Crawfor,6,3,1957,1975,,Gd,2035,2515,2515,1,3,4,2,TA,9,Maj1,RFn,2,484,3,2007,WD ,Alloca,200624
18044,Crawfor,8,5,1986,1986,0,Gd,279,2726,2726,0,2,2,1,Gd,6,Typ,Fin,2,691,8,2007,WD ,Normal,315000
8500,IDOTRR,5,7,1919,2005,0,TA,793,997,1517,0,2,3,1,Fa,7,Typ,NA,0,0,8,2007,WD ,Normal,115000
7000,IDOTRR,6,7,1940,1950,0,TA,720,720,1215,0,1,3,1,Gd,6,Typ,Fin,2,720,5,2007,WD ,Normal,141000
5000,IDOTRR,5,6,1941,1950,0,TA,720,803,803,0,1,2,1,TA,5,Typ,Unf,2,360,12,2007,WD ,Normal,87000
7288,IDOTRR,5,7,1925,2003,0,Gd,936,936,1601,0,2,3,1,TA,6,Typ,NA,0,0,9,2007,WD ,Normal,129850
6060,IDOTRR,4,5,1939,1950,0,TA,732,772,1123,0,1,3,1,TA,4,Typ,Unf,1,264,6,2007,WD ,Normal,100000
9060,IDOTRR,5,6,1923,1999,0,TA,859,942,1828,0,2,3,1,Gd,6,Typ,,,,3,2007,WD ,Alloca,150909
3672,IDOTRR,5,7,1922,1950,0,TA,816,816,816,0,1,2,1,TA,5,Typ,Unf,1,100,9,2007,WD ,Normal,75200
8263,IDOTRR,6,5,1920,1950,0,TA,1012,1012,1012,0,1,2,1,TA,6,Typ,Unf,1,308,5,2007,WD ,Normal,118400
8967,IDOTRR,5,2,1920,1950,0,TA,961,1077,1077,0,1,2,1,TA,6,Maj2,Unf,1,338,11,2007,WD ,Abnorml,67000
13710,IDOTRR,5,5,1950,1950,0,TA,910,910,1558,0,1,4,1,TA,6,Typ,Unf,1,282,6,2007,WD ,Normal,152000
11067,IDOTRR,2,4,1939,1950,0,TA,0,640,845,0,1,1,1,TA,4,Maj2,Unf,1,256,3,2007,WD ,Normal,68104
8250,IDOTRR,5,6,1895,2006,0,TA,957,1034,1991,0,2,4,2,TA,9,Typ,NA,0,0,6,2007,WD ,Normal,119600
6565,IDOTRR,4,6,1957,1980,0,TA,1073,1073,1073,1,1,3,1,TA,6,Typ,Unf,2,720,8,2007,WD ,Abnorml,140000
6060,IDOTRR,5,9,1930,2007,0,Gd,837,1001,1001,0,1,2,1,Gd,5,Typ,Unf,1,216,11,2007,WD ,Normal,124900
5568,Crawfor,8,5,2006,2007,473,Gd,1573,1625,1625,1,2,2,1,Gd,5,Typ,Fin,2,495,10,2007,New,Partial,375000
4750,Crawfor,8,5,2006,2007,481,Gd,1573,1625,1625,1,2,2,1,Gd,5,Typ,Fin,2,538,12,2007,WD ,Family,235000
12150,Mitchel,6,6,1979,1979,0,TA,1001,1299,1299,1,2,2,1,Gd,5,Typ,RFn,2,486,1,2007,WD ,Normal,183500
7540,Mitchel,6,6,1978,1978,0,TA,888,912,912,1,1,2,1,TA,5,Typ,RFn,2,470,6,2007,WD ,Normal,156000
9187,Mitchel,6,5,1983,1983,0,TA,1084,1080,1080,0,1,3,1,TA,5,Typ,Unf,2,484,6,2007,WD ,Normal,134000
10000,Mitchel,5,5,2002,2002,166,Gd,1441,1392,1392,0,2,3,1,Gd,6,Typ,Fin,3,650,12,2007,WD ,Normal,215000
12864,Mitchel,7,5,2002,2002,0,Gd,1409,1409,1409,1,1,1,1,Gd,4,Typ,RFn,2,576,7,2007,WD ,Normal,245000
9928,Mitchel,7,5,1991,1992,0,TA,1454,1478,1478,1,2,3,1,TA,6,Typ,Unf,2,506,5,2007,WD ,Normal,210000
8750,Mitchel,7,6,1975,1975,50,TA,852,918,918,0,1,3,0,TA,4,Typ,Unf,1,360,3,2007,WD ,Normal,148000
8410,Mitchel,6,6,1974,1974,0,TA,970,1026,1026,1,1,2,1,TA,5,Typ,Unf,2,528,4,2007,WD ,Normal,143000
4054,Timber,7,6,1987,1987,352,Gd,1501,1501,1501,1,2,2,1,Gd,5,Typ,Fin,2,512,10,2007,WD ,Normal,244000
9763,GrnHill,7,5,1998,1998,239,Gd,1502,1502,1502,1,1,1,1,Gd,5,Typ,Fin,1,286,9,2007,WD ,Normal,330000
16905,Timber,5,6,1959,1959,0,TA,1350,1328,1328,0,1,2,1,TA,5,Typ,RFn,1,308,7,2007,WD ,Normal,170000
19958,Timber,6,8,1958,1995,1224,TA,585,2279,2279,0,2,4,1,Gd,7,Typ,RFn,2,461,7,2007,WD ,Normal,257000
8368,Timber,7,5,2006,2007,0,Gd,1689,1689,1689,0,2,3,1,Gd,7,Typ,Fin,2,433,4,2007,New,Partial,231713
8298,Timber,8,5,2006,2007,,Gd,1546,1564,1564,0,2,2,1,Ex,6,Typ,RFn,2,502,9,2007,New,Partial,267300
9037,Timber,8,5,2006,2006,32,Gd,1476,1484,1484,0,2,2,1,Ex,6,Typ,RFn,2,472,12,2007,WD ,Normal,265900
10991,Timber,8,5,2007,2007,80,Gd,1571,1571,1571,0,2,3,1,Gd,7,Typ,Fin,3,722,12,2007,New,Partial,239000
10656,Timber,8,5,2006,2007,274,Gd,1638,1646,1646,0,2,3,1,Gd,6,Typ,RFn,3,870,11,2007,New,Partial,248900
10331,Timber,7,7,1985,1985,0,TA,1265,1240,1240,0,2,3,1,Gd,6,Typ,Unf,2,528,7,2007,WD ,Normal,174000
13758,Timber,7,5,1990,1991,117,Gd,1156,1187,1717,0,2,3,1,Gd,7,Typ,RFn,2,400,4,2007,WD ,Normal,187500
9303,Timber,6,5,1996,1997,42,Gd,872,888,1756,1,2,3,1,TA,7,Typ,Fin,2,422,7,2007,WD ,Normal,204000
6718,Timber,8,5,2001,2001,86,Gd,1267,1312,1312,0,2,2,1,Gd,5,Typ,Unf,2,471,1,2007,WD ,Normal,180500
9590,Timber,7,5,2003,2003,442,Gd,868,1146,1146,1,2,3,1,Gd,6,Typ,Fin,2,438,5,2007,WD ,Normal,187500
11305,Timber,8,5,2002,2002,886,Gd,1922,1922,1922,1,2,2,1,Gd,6,Typ,Fin,3,692,4,2007,WD ,Normal,282000
7777,Timber,6,5,1996,1996,203,Gd,1491,1491,1491,0,2,3,1,TA,7,Typ,Fin,2,571,11,2007,WD ,Normal,178000
14536,Timber,8,5,2002,2003,236,Gd,1616,1629,1629,1,2,3,1,Gd,9,Typ,Fin,3,808,11,2007,WD ,Normal,270000
11800,Timber,7,5,2003,2004,94,Gd,1122,1146,2486,1,3,5,1,Gd,10,Typ,Fin,2,452,7,2007,WD ,Normal,279900
35133,Timber,5,4,1963,1963,226,TA,1572,1572,1572,1,1,3,1,TA,5,Typ,RFn,3,995,5,2007,WD ,Normal,186700
15306,Timber,8,5,2006,2007,100,Gd,1732,1776,1776,1,2,3,1,Gd,7,Typ,Fin,3,712,5,2007,New,Partial,283463
12633,Timber,10,5,2006,2007,242,Ex,1824,1824,1824,0,2,3,1,Ex,8,Typ,Fin,3,932,9,2007,New,Partial,392000
12665,Timber,8,5,2005,2006,245,Gd,1094,1133,2482,0,2,4,1,Gd,9,Typ,Fin,3,642,2,2007,WD ,Normal,281213
8402,Mitchel,5,5,2007,2007,0,TA,1120,1120,1120,0,1,3,1,TA,6,Typ,NA,0,0,12,2007,New,Partial,147000
43500,Mitchel,3,5,1953,1953,0,TA,0,2034,2034,0,1,2,1,TA,9,Min1,RFn,4,1041,6,2007,WD ,Normal,130000
6710,Mitchel,6,5,1996,1997,134,TA,920,936,936,2,0,0,1,TA,3,Typ,Fin,2,460,6,2007,WD ,Normal,140000
25286,Mitchel,4,5,1963,1963,0,TA,1064,1040,1040,1,1,3,1,TA,5,Typ,Unf,2,648,1,2007,WD ,Normal,132250
25000,Mitchel,5,4,1967,1967,0,TA,1632,1632,1632,0,2,4,2,TA,8,Typ,Unf,2,576,6,2007,WD ,Normal,143000
32463,Mitchel,4,4,1961,1975,149,TA,1249,1622,1622,1,1,3,1,TA,7,Typ,Fin,4,1356,3,2007,WD ,Normal,168000
4224,MeadowV,5,7,1976,1976,0,TA,1040,1060,1060,1,1,3,1,TA,6,Typ,Unf,2,572,6,2007,WD ,Normal,129900
4224,MeadowV,5,5,1976,1976,0,TA,1142,1142,1142,1,1,3,1,TA,6,Typ,Fin,2,528,8,2007,WD ,Normal,134000
1504,MeadowV,4,4,1972,1972,0,TA,546,546,1092,0,1,3,1,TA,5,Typ,Unf,1,253,5,2007,WD ,Normal,85500
1533,MeadowV,4,5,1970,1970,0,TA,530,530,992,1,1,2,1,TA,4,Typ,Fin,1,297,7,2007,WD ,Normal,106500
1495,MeadowV,4,6,1970,1970,189,TA,546,546,1092,0,1,3,1,TA,5,Typ,NA,0,0,5,2007,WD ,Normal,93900
2001,MeadowV,4,5,1970,1970,80,TA,546,546,1092,0,1,3,1,TA,6,Typ,Unf,1,286,1,2007,WD ,Normal,75000
1936,MeadowV,4,6,1970,1970,0,TA,630,630,630,1,1,1,1,TA,3,Typ,NA,0,0,12,2007,WD ,Normal,84500
1890,MeadowV,4,3,1976,1976,0,TA,546,546,1092,0,1,3,1,TA,6,Typ,Unf,1,286,4,2007,COD,Normal,75190
11333,Mitchel,6,5,1976,1976,0,TA,1029,1062,1062,1,1,3,1,TA,5,Typ,RFn,2,539,5,2007,WD ,Normal,146800
9129,Mitchel,5,5,1977,1977,144,TA,923,1008,1008,1,1,1,1,Gd,4,Typ,Fin,2,678,7,2007,WD ,Normal,153500
15957,Mitchel,6,6,1977,1977,0,TA,1244,1356,1356,2,2,3,1,TA,6,Typ,Fin,2,528,9,2007,WD ,Normal,188000
33983,Mitchel,5,6,1977,1994,0,TA,1160,1676,1676,1,1,3,1,Gd,6,Mod,RFn,2,672,5,2007,WD ,Normal,196000
8286,Mitchel,5,7,1977,1977,0,TA,716,716,1432,1,1,3,1,TA,6,Typ,Fin,2,531,6,2007,WD ,Normal,157000
6723,Mitchel,5,7,1971,1971,0,TA,796,796,796,0,1,2,1,TA,5,Typ,NA,0,0,9,2007,WD ,Normal,138000
7244,Mitchel,5,7,1970,1970,0,TA,768,768,768,1,1,2,1,TA,5,Typ,Unf,2,624,4,2007,WD ,Normal,129500
27697,Mitchel,4,3,1961,1961,198,TA,1396,1608,1608,0,1,3,1,TA,6,Typ,Unf,1,444,11,2007,COD,Abnorml,80000
7599,Mitchel,4,6,1982,2006,0,TA,845,845,845,1,1,2,1,TA,4,Typ,Unf,2,360,6,2007,WD ,Normal,129500
11000,Mitchel,5,6,1976,2003,0,TA,1090,1178,1178,1,1,3,1,TA,6,Typ,Unf,2,502,6,2007,WD ,Normal,135000
8314,Mitchel,5,7,1982,1982,0,TA,816,816,816,0,1,2,1,TA,5,Typ,Unf,1,264,6,2007,WD ,Normal,124500
11625,Mitchel,5,7,1983,1983,0,TA,816,816,816,1,1,2,1,TA,4,Typ,Fin,1,264,5,2007,WD ,Normal,139000
10712,Mitchel,5,5,1991,1992,0,TA,974,974,974,0,1,3,1,TA,5,Typ,NA,0,0,9,2007,Oth,Abnorml,93500
10447,Mitchel,5,6,1984,1984,0,TA,864,887,887,0,1,3,1,TA,5,Typ,RFn,1,288,12,2007,WD ,Normal,124500
11027,NAmes,6,5,1954,1954,28,TA,1178,1293,1293,1,2,2,1,TA,5,Typ,RFn,2,452,5,2006,WD ,Normal,149900
10533,NAmes,6,6,1956,1956,244,TA,1008,1024,1024,1,1,2,1,Gd,5,Typ,Unf,1,313,8,2006,WD ,Normal,157500
11765,NAmes,5,5,1957,1957,302,TA,1617,1797,1797,0,1,3,1,TA,7,Typ,Unf,3,963,6,2006,WD ,Normal,169000
39384,NAmes,6,6,1957,1957,902,TA,1705,1390,1390,1,1,1,1,Ex,4,Min1,Unf,2,550,10,2006,WD ,Abnorml,252000
11727,NAmes,7,6,1969,1969,434,TA,1851,1851,1851,0,2,3,1,TA,8,Typ,Fin,2,506,3,2006,WD ,Normal,192100
8238,Gilbert,6,5,1997,1998,0,TA,813,813,1525,1,2,3,1,TA,6,Typ,Fin,2,400,5,2006,WD ,Normal,183500
13006,Gilbert,7,5,1997,1997,285,TA,964,993,2236,0,2,4,1,Gd,8,Typ,Fin,2,642,11,2006,WD ,Normal,222000
13041,Gilbert,6,5,1995,1995,0,TA,781,781,1671,0,2,3,1,TA,7,Typ,Fin,2,423,2,2006,WD ,Normal,170000
13031,Gilbert,6,5,1995,1996,0,TA,691,691,1498,0,2,3,1,TA,6,Typ,Fin,2,409,7,2006,WD ,Normal,187500
9783,Gilbert,6,5,1996,1996,0,TA,821,821,1776,0,2,3,1,TA,7,Typ,Fin,2,443,5,2006,WD ,Normal,202000
11207,Gilbert,6,5,1997,1997,0,TA,802,802,1511,1,2,3,1,TA,8,Typ,Fin,2,413,6,2006,WD ,Normal,185000
19378,Gilbert,7,5,2005,2006,456,Gd,1392,1392,2462,1,2,4,1,Gd,9,Typ,RFn,2,576,3,2006,New,Partial,320000
14859,Gilbert,7,5,2006,2006,27,Gd,1670,1670,1670,0,2,3,1,Gd,7,Typ,RFn,3,690,8,2006,New,Partial,240000
13128,Gilbert,8,5,2005,2005,216,Gd,1074,1074,2064,0,2,4,1,Gd,7,Typ,Fin,2,527,1,2006,WD ,Normal,250000
10463,Gilbert,8,5,2005,2005,0,Gd,893,901,1801,0,2,3,1,Gd,8,Typ,Fin,3,800,6,2006,WD ,Normal,239900
13751,Gilbert,7,5,2005,2006,248,Gd,1700,1700,2212,1,2,3,1,Gd,9,Typ,Fin,3,773,5,2006,New,Partial,309000
23257,Gilbert,7,5,2006,2006,0,Gd,868,887,2021,0,2,3,1,Gd,9,Typ,RFn,2,422,9,2006,New,Partial,274725
13108,StoneBr,8,5,1994,1994,0,Gd,2062,2079,2687,0,2,4,1,Gd,9,Typ,Fin,2,618,12,2006,WD ,Normal,270000
8076,Gilbert,6,6,1993,1994,112,TA,1160,1169,1169,0,2,3,1,TA,6,Typ,Fin,2,402,7,2006,WD ,Normal,183500
7685,Gilbert,6,5,1993,1994,112,TA,697,697,1501,0,2,3,1,Gd,6,Typ,Fin,2,420,5,2006,WD ,Normal,165600
9084,Gilbert,7,5,1998,1998,0,TA,935,955,1632,0,2,3,1,TA,8,Typ,Fin,2,462,6,2006,WD ,Normal,176500
3701,StoneBr,8,5,1987,1987,0,TA,1191,1204,1204,0,2,2,1,TA,5,Typ,RFn,2,461,8,2006,WD ,Normal,130000
5306,StoneBr,7,7,1987,1987,0,Gd,1064,1064,1767,1,2,2,1,Gd,5,Typ,RFn,2,504,6,2006,WD ,Normal,239000
6563,StoneBr,8,5,1985,1985,0,Gd,1742,1742,1742,1,2,2,1,Gd,5,Typ,RFn,2,564,12,2006,WD ,Normal,275000
16023,StoneBr,9,5,2005,2006,600,Gd,1398,1414,2798,1,3,3,1,Ex,11,Typ,Fin,3,670,3,2006,New,Partial,457347
18062,StoneBr,10,5,2006,2006,662,Ex,1528,1528,3390,0,3,5,1,Ex,10,Typ,Fin,3,758,9,2006,New,Partial,545224
12292,StoneBr,9,5,2006,2006,184,Gd,1094,1102,2473,0,2,4,1,Gd,11,Typ,Fin,3,675,7,2006,New,Partial,356383
16056,StoneBr,9,5,2005,2006,208,Gd,1992,1992,2868,0,3,4,1,Ex,11,Typ,Fin,3,716,7,2006,New,Partial,556581
12438,StoneBr,8,5,2006,2006,466,Ex,1234,1264,2576,0,2,4,1,Ex,10,Typ,Fin,3,666,7,2006,New,Partial,361919
16052,StoneBr,10,5,2006,2006,734,Ex,1850,1850,2698,1,2,4,1,Ex,11,Typ,RFn,3,736,7,2006,New,Partial,535000
15922,StoneBr,9,5,2005,2006,550,Gd,1390,1390,2795,0,3,4,1,Ex,10,Typ,Fin,3,660,1,2006,New,Partial,401179
13682,StoneBr,10,5,2006,2006,1031,Ex,1410,1426,2945,0,3,3,1,Gd,10,Typ,Fin,3,641,10,2006,New,Partial,438780
14762,Gilbert,5,6,1948,1950,0,TA,0,1547,2320,0,2,2,1,TA,7,Typ,Unf,2,672,5,2006,WD ,Normal,169000
34650,Gilbert,5,5,1955,1955,0,TA,1056,1056,1056,1,1,3,1,TA,5,Typ,Fin,2,572,1,2006,WD ,Normal,145000
8147,StoneBr,9,5,2005,2005,230,Gd,1714,1714,1714,1,2,2,1,Gd,7,Typ,Fin,2,517,8,2006,WD ,Normal,318000
11302,StoneBr,8,5,2005,2006,238,Gd,1814,1826,1826,1,2,3,1,Gd,7,Typ,Fin,3,758,8,2006,New,Partial,319000
18261,StoneBr,9,5,2005,2005,420,Ex,1910,2000,2000,1,2,3,1,Ex,8,Typ,Unf,3,722,9,2006,WD ,Normal,470000
14145,NWAmes,7,7,1984,1998,0,Gd,1208,1621,1621,1,2,3,1,Gd,8,Typ,RFn,2,440,5,2006,WD ,Normal,202500
13837,NWAmes,7,5,1988,1988,178,Gd,1204,1377,2183,0,2,4,1,Gd,9,Typ,Unf,3,786,2,2006,WD ,Normal,229000
16659,NWAmes,7,7,1977,1994,34,TA,795,1468,2263,1,2,3,1,Gd,9,Typ,Fin,2,539,3,2006,WD ,Normal,235000
18800,NWAmes,6,5,1976,1976,120,TA,796,790,1574,1,2,3,1,TA,6,Typ,Fin,2,566,7,2006,WD ,Normal,190000
10464,NWAmes,6,6,1980,1980,130,TA,988,1102,1102,1,1,2,1,TA,5,Typ,RFn,2,582,6,2006,WD ,Normal,169000
10400,NWAmes,7,5,1988,1988,102,TA,1845,1872,1872,0,2,3,1,TA,6,Typ,Fin,2,604,6,2006,WD ,Normal,241500
10530,NWAmes,7,5,1978,1978,68,TA,945,945,1857,0,2,4,1,TA,8,Typ,RFn,2,482,7,2006,WD ,Normal,188900
10240,NWAmes,6,6,1980,1980,157,TA,1686,1686,1686,1,2,3,1,TA,7,Typ,Unf,2,612,5,2006,WD ,Normal,207500
16692,NWAmes,7,5,1978,1978,184,TA,1392,1392,2784,1,3,5,1,Gd,12,Typ,RFn,2,564,7,2006,WD ,Normal,250000
11475,NWAmes,6,6,1975,1975,0,TA,713,811,1552,1,2,3,1,TA,6,Typ,RFn,2,434,2,2006,WD ,Normal,179900
9927,NWAmes,7,5,1976,1976,252,Gd,1047,1083,1083,1,1,2,1,TA,5,Typ,RFn,2,596,7,2006,WD ,Normal,172000
9512,Somerst,7,5,2005,2006,0,Gd,960,960,2318,1,2,3,1,Gd,8,Typ,Fin,2,541,6,2006,New,Partial,294323
10530,NWAmes,6,6,1975,2000,248,TA,675,1109,1875,0,3,3,1,Gd,8,Typ,RFn,2,485,6,2006,WD ,Normal,184500
10140,NWAmes,5,6,1975,1975,0,TA,1056,1074,1074,1,1,3,1,TA,6,Typ,RFn,2,495,7,2006,WD ,Normal,153500
10140,NWAmes,7,5,1976,1976,0,TA,832,832,1664,0,2,4,1,TA,8,Typ,RFn,2,528,3,2006,WD ,Normal,162900
10140,NWAmes,6,6,1974,1999,99,TA,1040,1309,1309,1,1,3,1,Gd,5,Typ,RFn,2,484,1,2006,WD ,Normal,181000
10000,NWAmes,6,6,1974,1974,176,TA,1103,1103,1103,0,2,3,1,TA,6,Typ,Unf,2,462,6,2006,WD ,Normal,155000
15870,NAmes,5,5,1969,1969,0,TA,1096,1096,1096,1,1,3,1,TA,6,Typ,Fin,1,299,3,2006,WD ,Abnorml,138800
9353,NAmes,4,5,1970,1970,0,TA,864,864,864,0,1,3,1,TA,5,Typ,Unf,1,280,7,2006,Oth,Abnorml,116050
8125,NAmes,4,4,1971,1971,0,TA,858,858,858,0,1,3,1,TA,5,Typ,NA,0,0,6,2006,WD ,Normal,88000
7200,NAmes,4,4,1971,1971,0,TA,864,874,874,0,1,3,1,TA,5,Typ,Unf,2,576,3,2006,WD ,Normal,97500
